Country.Region;Date;Deaths;Confirmed;Recovered
Algeria;03/04/2020;0;12;0
Algeria;03/05/2020;0;12;0
Algeria;03/06/2020;0;17;0
Algeria;03/07/2020;0;17;0
Algeria;03/08/2020;0;19;0
Algeria;03/09/2020;0;20;0
Andorra;1/22/20;0;0;0
Andorra;1/23/20;0;0;0
Andorra;1/24/20;0;0;0
Andorra;1/25/20;0;0;0
Andorra;1/26/20;0;0;0
Andorra;1/27/20;0;0;0
Andorra;1/28/20;0;0;0
Andorra;1/29/20;0;0;0
Andorra;1/30/20;0;0;0
Andorra;1/31/20;0;0;0
Andorra;02/01/2020;0;0;0
Andorra;02/10/2020;0;0;0
Andorra;02/11/2020;0;0;0
Andorra;02/12/2020;0;0;0
Andorra;2/13/20;0;0;0
Andorra;2/14/20;0;0;0
Andorra;2/15/20;0;0;0
Andorra;2/16/20;0;0;0
Andorra;2/17/20;0;0;0
Andorra;2/18/20;0;0;0
Andorra;2/19/20;0;0;0
Andorra;02/02/2020;0;0;0
Andorra;2/20/20;0;0;0
Andorra;2/21/20;0;0;0
Andorra;2/22/20;0;0;0
Andorra;2/23/20;0;0;0
Andorra;2/24/20;0;0;0
Andorra;2/25/20;0;0;0
Andorra;2/26/20;0;0;0
Andorra;2/27/20;0;0;0
Andorra;2/28/20;0;0;0
Andorra;2/29/20;0;0;0
Andorra;02/03/2020;0;0;0
Andorra;02/04/2020;0;0;0
Andorra;02/05/2020;0;0;0
Andorra;02/06/2020;0;0;0
Andorra;02/07/2020;0;0;0
Andorra;02/08/2020;0;0;0
Andorra;02/09/2020;0;0;0
Andorra;03/01/2020;0;0;0
Andorra;03/10/2020;0;1;0
Andorra;03/11/2020;0;1;0
Andorra;03/12/2020;0;1;1
Andorra;3/13/20;0;1;0
Andorra;3/14/20;0;1;1
Andorra;3/15/20;0;1;1
Andorra;3/16/20;0;2;1
Andorra;3/17/20;0;39;1
Andorra;3/18/20;0;39;1
Andorra;3/19/20;0;53;1
Andorra;03/02/2020;0;1;0
Andorra;3/20/20;0;75;1
Andorra;03/03/2020;0;1;0
Andorra;03/04/2020;0;1;0
Andorra;03/05/2020;0;1;0
Andorra;03/06/2020;0;1;0
Andorra;03/07/2020;0;1;0
Andorra;03/08/2020;0;1;0
Andorra;03/09/2020;0;1;0
Angola;1/22/20;0;0;0
Angola;1/23/20;0;0;0
Angola;1/24/20;0;0;0
Angola;1/25/20;0;0;0
Angola;1/26/20;0;0;0
Angola;1/27/20;0;0;0
Angola;1/28/20;0;0;0
Angola;1/29/20;0;0;0
Angola;1/30/20;0;0;0
Angola;1/31/20;0;0;0
Angola;02/01/2020;0;0;0
Angola;02/10/2020;0;0;0
Angola;02/11/2020;0;0;0
Angola;02/12/2020;0;0;0
Angola;2/13/20;0;0;0
Angola;2/14/20;0;0;0
Angola;2/15/20;0;0;0
Angola;2/16/20;0;0;0
Angola;2/17/20;0;0;0
Angola;2/18/20;0;0;0
Angola;2/19/20;0;0;0
Angola;02/02/2020;0;0;0
Angola;2/20/20;0;0;0
Angola;2/21/20;0;0;0
Angola;2/22/20;0;0;0
Angola;2/23/20;0;0;0
Angola;2/24/20;0;0;0
Angola;2/25/20;0;0;0
Angola;2/26/20;0;0;0
Angola;2/27/20;0;0;0
Angola;2/28/20;0;0;0
Angola;2/29/20;0;0;0
Angola;02/03/2020;0;0;0
Angola;02/04/2020;0;0;0
Angola;02/05/2020;0;0;0
Angola;02/06/2020;0;0;0
Angola;02/07/2020;0;0;0
Angola;02/08/2020;0;0;0
Angola;02/09/2020;0;0;0
Angola;03/01/2020;0;0;0
Angola;03/10/2020;0;0;0
Angola;03/11/2020;0;0;0
Angola;03/12/2020;0;0;0
Angola;3/13/20;0;0;0
Angola;3/14/20;0;0;0
Angola;3/15/20;0;0;0
Angola;3/16/20;0;0;0
Angola;3/17/20;0;0;0
Angola;3/18/20;0;0;0
Angola;3/19/20;0;0;0
Angola;03/02/2020;0;0;0
Angola;3/20/20;0;1;0
Angola;03/03/2020;0;0;0
Angola;03/04/2020;0;0;0
Angola;03/05/2020;0;0;0
Angola;03/06/2020;0;0;0
Angola;03/07/2020;0;0;0
Angola;03/08/2020;0;0;0
Angola;03/09/2020;0;0;0
Antigua and Barbuda;1/22/20;0;0;0
Antigua and Barbuda;1/23/20;0;0;0
Antigua and Barbuda;1/24/20;0;0;0
Antigua and Barbuda;1/25/20;0;0;0
Antigua and Barbuda;1/26/20;0;0;0
Antigua and Barbuda;1/27/20;0;0;0
Antigua and Barbuda;1/28/20;0;0;0
Antigua and Barbuda;1/29/20;0;0;0
Antigua and Barbuda;1/30/20;0;0;0
Antigua and Barbuda;1/31/20;0;0;0
Antigua and Barbuda;02/01/2020;0;0;0
Antigua and Barbuda;02/10/2020;0;0;0
Antigua and Barbuda;02/11/2020;0;0;0
Antigua and Barbuda;02/12/2020;0;0;0
Antigua and Barbuda;2/13/20;0;0;0
Antigua and Barbuda;2/14/20;0;0;0
Antigua and Barbuda;2/15/20;0;0;0
Antigua and Barbuda;2/16/20;0;0;0
Antigua and Barbuda;2/17/20;0;0;0
Antigua and Barbuda;2/18/20;0;0;0
Antigua and Barbuda;2/19/20;0;0;0
Antigua and Barbuda;02/02/2020;0;0;0
Antigua and Barbuda;2/20/20;0;0;0
Antigua and Barbuda;2/21/20;0;0;0
Antigua and Barbuda;2/22/20;0;0;0
Antigua and Barbuda;2/23/20;0;0;0
Antigua and Barbuda;2/24/20;0;0;0
Antigua and Barbuda;2/25/20;0;0;0
Antigua and Barbuda;2/26/20;0;0;0
Antigua and Barbuda;2/27/20;0;0;0
Antigua and Barbuda;2/28/20;0;0;0
Antigua and Barbuda;2/29/20;0;0;0
Antigua and Barbuda;02/03/2020;0;0;0
Antigua and Barbuda;02/04/2020;0;0;0
Antigua and Barbuda;02/05/2020;0;0;0
Antigua and Barbuda;02/06/2020;0;0;0
Antigua and Barbuda;02/07/2020;0;0;0
Antigua and Barbuda;02/08/2020;0;0;0
Antigua and Barbuda;02/09/2020;0;0;0
Antigua and Barbuda;03/01/2020;0;0;0
Antigua and Barbuda;03/10/2020;0;0;0
Antigua and Barbuda;03/11/2020;0;0;0
Antigua and Barbuda;03/12/2020;0;0;0
Antigua and Barbuda;3/13/20;0;1;0
Antigua and Barbuda;3/14/20;0;1;0
Antigua and Barbuda;3/15/20;0;1;0
Antigua and Barbuda;3/16/20;0;1;0
Antigua and Barbuda;3/17/20;0;1;0
Antigua and Barbuda;3/18/20;0;1;0
Antigua and Barbuda;3/19/20;0;1;0
Antigua and Barbuda;03/02/2020;0;0;0
Antigua and Barbuda;3/20/20;0;1;0
Antigua and Barbuda;03/03/2020;0;0;0
Antigua and Barbuda;03/04/2020;0;0;0
Antigua and Barbuda;03/05/2020;0;0;0
Antigua and Barbuda;03/06/2020;0;0;0
Antigua and Barbuda;03/07/2020;0;0;0
Antigua and Barbuda;03/08/2020;0;0;0
Antigua and Barbuda;03/09/2020;0;0;0
Argentina;1/22/20;0;0;0
Argentina;1/23/20;0;0;0
Argentina;1/24/20;0;0;0
Argentina;1/25/20;0;0;0
Argentina;1/26/20;0;0;0
Argentina;1/27/20;0;0;0
Argentina;1/28/20;0;0;0
Argentina;1/29/20;0;0;0
Argentina;1/30/20;0;0;0
Argentina;1/31/20;0;0;0
Argentina;02/01/2020;0;0;0
Argentina;02/10/2020;0;0;0
Argentina;02/11/2020;0;0;0
Argentina;02/12/2020;0;0;0
Argentina;2/13/20;0;0;0
Argentina;2/14/20;0;0;0
Argentina;2/15/20;0;0;0
Argentina;2/16/20;0;0;0
Argentina;2/17/20;0;0;0
Argentina;2/18/20;0;0;0
Argentina;2/19/20;0;0;0
Argentina;02/02/2020;0;0;0
Argentina;2/20/20;0;0;0
Argentina;2/21/20;0;0;0
Argentina;2/22/20;0;0;0
Argentina;2/23/20;0;0;0
Argentina;2/24/20;0;0;0
Argentina;2/25/20;0;0;0
Argentina;2/26/20;0;0;0
Argentina;2/27/20;0;0;0
Argentina;2/28/20;0;0;0
Argentina;2/29/20;0;0;0
Argentina;02/03/2020;0;0;0
Argentina;02/04/2020;0;0;0
Argentina;02/05/2020;0;0;0
Argentina;02/06/2020;0;0;0
Argentina;02/07/2020;0;0;0
Argentina;02/08/2020;0;0;0
Argentina;02/09/2020;0;0;0
Argentina;03/01/2020;0;0;0
Argentina;03/10/2020;1;17;0
Argentina;03/11/2020;1;19;0
Argentina;03/12/2020;1;19;0
Argentina;3/13/20;2;31;0
Argentina;3/14/20;2;34;1
Argentina;3/15/20;2;45;1
Argentina;3/16/20;2;56;1
Argentina;3/17/20;2;68;3
Argentina;3/18/20;2;79;3
Argentina;3/19/20;3;97;3
Argentina;03/02/2020;0;0;0
Argentina;3/20/20;3;128;3
Argentina;03/03/2020;0;1;0
Argentina;03/04/2020;0;1;0
Argentina;03/05/2020;0;1;0
Argentina;03/06/2020;0;2;0
Argentina;03/07/2020;0;8;0
Argentina;03/08/2020;1;12;0
Argentina;03/09/2020;1;12;0
Armenia;1/22/20;0;0;0
Armenia;1/23/20;0;0;0
Armenia;1/24/20;0;0;0
Armenia;1/25/20;0;0;0
Armenia;1/26/20;0;0;0
Armenia;1/27/20;0;0;0
Armenia;1/28/20;0;0;0
Armenia;1/29/20;0;0;0
Armenia;1/30/20;0;0;0
Armenia;1/31/20;0;0;0
Armenia;02/01/2020;0;0;0
Armenia;02/10/2020;0;0;0
Armenia;02/11/2020;0;0;0
Armenia;02/12/2020;0;0;0
Armenia;2/13/20;0;0;0
Armenia;2/14/20;0;0;0
Armenia;2/15/20;0;0;0
Armenia;2/16/20;0;0;0
Armenia;2/17/20;0;0;0
Armenia;2/18/20;0;0;0
Armenia;2/19/20;0;0;0
Armenia;02/02/2020;0;0;0
Armenia;2/20/20;0;0;0
Armenia;2/21/20;0;0;0
Armenia;2/22/20;0;0;0
Armenia;2/23/20;0;0;0
Armenia;2/24/20;0;0;0
Armenia;2/25/20;0;0;0
Armenia;2/26/20;0;0;0
Armenia;2/27/20;0;0;0
Armenia;2/28/20;0;0;0
Armenia;2/29/20;0;0;0
Armenia;02/03/2020;0;0;0
Armenia;02/04/2020;0;0;0
Armenia;02/05/2020;0;0;0
Armenia;02/06/2020;0;0;0
Armenia;02/07/2020;0;0;0
Armenia;02/08/2020;0;0;0
Armenia;02/09/2020;0;0;0
Armenia;03/01/2020;0;1;0
Armenia;03/10/2020;0;1;0
Armenia;03/11/2020;0;1;0
Armenia;03/12/2020;0;4;0
Armenia;3/13/20;0;8;0
Armenia;3/14/20;0;18;0
Armenia;3/15/20;0;26;0
Armenia;3/16/20;0;52;0
Armenia;3/17/20;0;78;1
Armenia;3/18/20;0;84;1
Armenia;3/19/20;0;115;1
Armenia;03/02/2020;0;1;0
Armenia;3/20/20;0;136;1
Armenia;03/03/2020;0;1;0
Armenia;03/04/2020;0;1;0
Armenia;03/05/2020;0;1;0
Armenia;03/06/2020;0;1;0
Armenia;03/07/2020;0;1;0
Armenia;03/08/2020;0;1;0
Armenia;03/09/2020;0;1;0
Australia;1/22/20;0;0;0
Australia;1/23/20;0;0;0
Australia;1/24/20;0;0;0
Australia;1/25/20;0;0;0
Australia;1/26/20;0;4;0
Australia;1/27/20;0;5;0
Australia;1/28/20;0;5;0
Australia;1/29/20;0;6;0
Australia;1/30/20;0;9;2
Australia;1/31/20;0;9;2
Australia;02/01/2020;0;12;2
Australia;02/10/2020;0;15;2
Australia;02/11/2020;0;15;2
Australia;02/12/2020;0;15;2
Australia;2/13/20;0;15;8
Australia;2/14/20;0;15;8
Australia;2/15/20;0;15;8
Australia;2/16/20;0;15;8
Australia;2/17/20;0;15;10
Australia;2/18/20;0;15;10
Australia;2/19/20;0;15;10
Australia;02/02/2020;0;12;2
Australia;2/20/20;0;15;10
Australia;2/21/20;0;19;11
Australia;2/22/20;0;22;11
Australia;2/23/20;0;22;11
Australia;2/24/20;0;22;11
Australia;2/25/20;0;22;11
Australia;2/26/20;0;22;11
Australia;2/27/20;0;23;11
Australia;2/28/20;0;23;11
Australia;2/29/20;0;25;11
Australia;02/03/2020;0;12;2
Australia;02/04/2020;0;13;2
Australia;02/05/2020;0;13;2
Australia;02/06/2020;0;14;2
Australia;02/07/2020;0;15;2
Australia;02/08/2020;0;15;2
Australia;02/09/2020;0;15;2
Australia;03/01/2020;1;27;11
Australia;03/10/2020;3;107;21
Australia;03/11/2020;3;128;21
Australia;03/12/2020;3;128;21
Australia;3/13/20;3;200;23
Australia;3/14/20;3;250;23
Australia;3/15/20;3;297;23
Australia;3/16/20;3;377;23
Australia;3/17/20;5;452;23
Australia;3/18/20;6;568;23
Australia;3/19/20;6;681;26
Australia;03/02/2020;1;30;11
Australia;3/20/20;7;791;26
Australia;03/03/2020;1;39;11
Australia;03/04/2020;2;52;11
Australia;03/05/2020;2;55;21
Australia;03/06/2020;2;60;21
Australia;03/07/2020;2;63;21
Australia;03/08/2020;3;76;21
Australia;03/09/2020;3;91;21
Austria;1/22/20;0;0;0
Austria;1/23/20;0;0;0
Austria;1/24/20;0;0;0
Austria;1/25/20;0;0;0
Austria;1/26/20;0;0;0
Austria;1/27/20;0;0;0
Austria;1/28/20;0;0;0
Austria;1/29/20;0;0;0
Austria;1/30/20;0;0;0
Austria;1/31/20;0;0;0
Austria;02/01/2020;0;0;0
Austria;02/10/2020;0;0;0
Austria;02/11/2020;0;0;0
Austria;02/12/2020;0;0;0
Austria;2/13/20;0;0;0
Austria;2/14/20;0;0;0
Austria;2/15/20;0;0;0
Austria;2/16/20;0;0;0
Austria;2/17/20;0;0;0
Austria;2/18/20;0;0;0
Austria;2/19/20;0;0;0
Austria;02/02/2020;0;0;0
Austria;2/20/20;0;0;0
Austria;2/21/20;0;0;0
Austria;2/22/20;0;0;0
Austria;2/23/20;0;0;0
Austria;2/24/20;0;0;0
Austria;2/25/20;0;2;0
Austria;2/26/20;0;2;0
Austria;2/27/20;0;3;0
Austria;2/28/20;0;3;0
Austria;2/29/20;0;9;0
Austria;02/03/2020;0;0;0
Austria;02/04/2020;0;0;0
Austria;02/05/2020;0;0;0
Austria;02/06/2020;0;0;0
Austria;02/07/2020;0;0;0
Austria;02/08/2020;0;0;0
Austria;02/09/2020;0;0;0
Austria;03/01/2020;0;14;0
Austria;03/10/2020;0;182;4
Austria;03/11/2020;0;246;4
Austria;03/12/2020;1;302;4
Austria;3/13/20;1;504;6
Austria;3/14/20;1;655;6
Austria;3/15/20;1;860;6
Austria;3/16/20;3;1018;6
Austria;3/17/20;3;1332;1
Austria;3/18/20;4;1646;9
Austria;3/19/20;6;2013;9
Austria;03/02/2020;0;18;0
Austria;3/20/20;6;2388;9
Austria;03/03/2020;0;21;0
Austria;03/04/2020;0;29;0
Austria;03/05/2020;0;41;0
Austria;03/06/2020;0;55;0
Austria;03/07/2020;0;79;0
Austria;03/08/2020;0;104;0
Austria;03/09/2020;0;131;2
Azerbaijan;1/22/20;0;0;0
Azerbaijan;1/23/20;0;0;0
Azerbaijan;1/24/20;0;0;0
Azerbaijan;1/25/20;0;0;0
Azerbaijan;1/26/20;0;0;0
Azerbaijan;1/27/20;0;0;0
Azerbaijan;1/28/20;0;0;0
Azerbaijan;1/29/20;0;0;0
Azerbaijan;1/30/20;0;0;0
Azerbaijan;1/31/20;0;0;0
Azerbaijan;02/01/2020;0;0;0
Azerbaijan;02/10/2020;0;0;0
Azerbaijan;02/11/2020;0;0;0
Azerbaijan;02/12/2020;0;0;0
Azerbaijan;2/13/20;0;0;0
Azerbaijan;2/14/20;0;0;0
Azerbaijan;2/15/20;0;0;0
Azerbaijan;2/16/20;0;0;0
Azerbaijan;2/17/20;0;0;0
Azerbaijan;2/18/20;0;0;0
Azerbaijan;2/19/20;0;0;0
Azerbaijan;02/02/2020;0;0;0
Azerbaijan;2/20/20;0;0;0
Azerbaijan;2/21/20;0;0;0
Azerbaijan;2/22/20;0;0;0
Azerbaijan;2/23/20;0;0;0
Azerbaijan;2/24/20;0;0;0
Azerbaijan;2/25/20;0;0;0
Azerbaijan;2/26/20;0;0;0
Azerbaijan;2/27/20;0;0;0
Azerbaijan;2/28/20;0;0;0
Azerbaijan;2/29/20;0;0;0
Azerbaijan;02/03/2020;0;0;0
Azerbaijan;02/04/2020;0;0;0
Azerbaijan;02/05/2020;0;0;0
Azerbaijan;02/06/2020;0;0;0
Azerbaijan;02/07/2020;0;0;0
Azerbaijan;02/08/2020;0;0;0
Azerbaijan;02/09/2020;0;0;0
Azerbaijan;03/01/2020;0;3;0
Azerbaijan;03/10/2020;0;11;0
Azerbaijan;03/11/2020;0;11;3
Azerbaijan;03/12/2020;0;11;3
Azerbaijan;3/13/20;1;15;3
Azerbaijan;3/14/20;1;15;3
Azerbaijan;3/15/20;1;23;6
Azerbaijan;3/16/20;1;15;6
Azerbaijan;3/17/20;1;28;6
Azerbaijan;3/18/20;1;28;6
Azerbaijan;3/19/20;1;44;6
Azerbaijan;03/02/2020;0;3;0
Azerbaijan;3/20/20;1;44;6
Azerbaijan;03/03/2020;0;3;0
Azerbaijan;03/04/2020;0;3;0
Azerbaijan;03/05/2020;0;6;0
Azerbaijan;03/06/2020;0;6;0
Azerbaijan;03/07/2020;0;9;0
Azerbaijan;03/08/2020;0;9;0
Azerbaijan;03/09/2020;0;9;0
Bahamas, The;1/22/20;0;0;0
Bahamas, The;1/23/20;0;0;0
Bahamas, The;1/24/20;0;0;0
Bahamas, The;1/25/20;0;0;0
Bahamas, The;1/26/20;0;0;0
Bahamas, The;1/27/20;0;0;0
Bahamas, The;1/28/20;0;0;0
Bahamas, The;1/29/20;0;0;0
Bahamas, The;1/30/20;0;0;0
Bahamas, The;1/31/20;0;0;0
Bahamas, The;02/01/2020;0;0;0
Bahamas, The;02/10/2020;0;0;0
Bahamas, The;02/11/2020;0;0;0
Bahamas, The;02/12/2020;0;0;0
Bahamas, The;2/13/20;0;0;0
Bahamas, The;2/14/20;0;0;0
Bahamas, The;2/15/20;0;0;0
Bahamas, The;2/16/20;0;0;0
Bahamas, The;2/17/20;0;0;0
Bahamas, The;2/18/20;0;0;0
Bahamas, The;2/19/20;0;0;0
Bahamas, The;02/02/2020;0;0;0
Bahamas, The;2/20/20;0;0;0
Bahamas, The;2/21/20;0;0;0
Bahamas, The;2/22/20;0;0;0
Bahamas, The;2/23/20;0;0;0
Bahamas, The;2/24/20;0;0;0
Bahamas, The;2/25/20;0;0;0
Bahamas, The;2/26/20;0;0;0
Bahamas, The;2/27/20;0;0;0
Bahamas, The;2/28/20;0;0;0
Bahamas, The;2/29/20;0;0;0
Bahamas, The;02/03/2020;0;0;0
Bahamas, The;02/04/2020;0;0;0
Bahamas, The;02/05/2020;0;0;0
Bahamas, The;02/06/2020;0;0;0
Bahamas, The;02/07/2020;0;0;0
Bahamas, The;02/08/2020;0;0;0
Bahamas, The;02/09/2020;0;0;0
Bahamas, The;03/01/2020;0;0;0
Bahamas, The;03/10/2020;0;0;0
Bahamas, The;03/11/2020;0;0;0
Bahamas, The;03/12/2020;0;0;0
Bahamas, The;3/13/20;0;0;0
Bahamas, The;3/14/20;0;0;0
Bahamas, The;3/15/20;0;0;0
Bahamas, The;3/16/20;0;1;0
Bahamas, The;3/17/20;0;1;0
Bahamas, The;3/18/20;0;1;0
Bahamas, The;3/19/20;0;3;0
Bahamas, The;03/02/2020;0;0;0
Bahamas, The;3/20/20;0;3;0
Bahamas, The;03/03/2020;0;0;0
Bahamas, The;03/04/2020;0;0;0
Bahamas, The;03/05/2020;0;0;0
Bahamas, The;03/06/2020;0;0;0
Bahamas, The;03/07/2020;0;0;0
Bahamas, The;03/08/2020;0;0;0
Bahamas, The;03/09/2020;0;0;0
Bahrain;1/22/20;0;0;0
Bahrain;1/23/20;0;0;0
Bahrain;1/24/20;0;0;0
Bahrain;1/25/20;0;0;0
Bahrain;1/26/20;0;0;0
Bahrain;1/27/20;0;0;0
Bahrain;1/28/20;0;0;0
Bahrain;1/29/20;0;0;0
Bahrain;1/30/20;0;0;0
Bahrain;1/31/20;0;0;0
Bahrain;02/01/2020;0;0;0
Bahrain;02/10/2020;0;0;0
Bahrain;02/11/2020;0;0;0
Bahrain;02/12/2020;0;0;0
Bahrain;2/13/20;0;0;0
Bahrain;2/14/20;0;0;0
Bahrain;2/15/20;0;0;0
Bahrain;2/16/20;0;0;0
Bahrain;2/17/20;0;0;0
Bahrain;2/18/20;0;0;0
Bahrain;2/19/20;0;0;0
Bahrain;02/02/2020;0;0;0
Bahrain;2/20/20;0;0;0
Bahrain;2/21/20;0;0;0
Bahrain;2/22/20;0;0;0
Bahrain;2/23/20;0;0;0
Bahrain;2/24/20;0;1;0
Bahrain;2/25/20;0;23;0
Bahrain;2/26/20;0;33;0
Bahrain;2/27/20;0;33;0
Bahrain;2/28/20;0;36;0
Bahrain;2/29/20;0;41;0
Bahrain;02/03/2020;0;0;0
Bahrain;02/04/2020;0;0;0
Bahrain;02/05/2020;0;0;0
Bahrain;02/06/2020;0;0;0
Bahrain;02/07/2020;0;0;0
Bahrain;02/08/2020;0;0;0
Bahrain;02/09/2020;0;0;0
Bahrain;03/01/2020;0;47;0
Bahrain;03/10/2020;0;110;22
Bahrain;03/11/2020;0;195;35
Bahrain;03/12/2020;0;195;35
Bahrain;3/13/20;0;189;44
Bahrain;3/14/20;0;210;44
Bahrain;3/15/20;0;214;60
Bahrain;3/16/20;1;214;77
Bahrain;3/17/20;1;228;81
Bahrain;3/18/20;1;256;88
Bahrain;3/19/20;1;278;100
Bahrain;03/02/2020;0;49;0
Bahrain;3/20/20;1;285;100
Bahrain;03/03/2020;0;49;0
Bahrain;03/04/2020;0;52;0
Bahrain;03/05/2020;0;55;0
Bahrain;03/06/2020;0;60;4
